Unnamed: 0,levels,homeType,postingSeason,city,yearBuilt,livingAreaValue,bathrooms,bedrooms,parking,hasGarage,pool,spa,Age,price
1,1,SINGLE_FAMILY,summer,Pinole,1958,1671.0,2.0,3.0,1,1,0,0,64,675000.0
2,1,SINGLE_FAMILY,summer,Pinole,1959,1414.0,2.0,3.0,1,1,0,0,63,649000.0
3,2,SINGLE_FAMILY,summer,Pinole,1908,1336.0,2.0,3.0,1,1,0,1,114,599000.0
5,1,SINGLE_FAMILY,summer,Pinole,1958,1413.0,2.0,3.0,1,1,0,0,64,575000.0
6,2,SINGLE_FAMILY,summer,Pinole,2000,2278.0,3.0,5.0,1,1,0,0,22,888000.0
7,1,CONDO,summer,Pinole,1988,826.0,1.0,1.0,1,1,0,0,34,315000.0
8,1,CONDO,summer,Pinole,1991,996.0,2.0,2.0,1,1,0,1,31,399000.0
9,2,SINGLE_FAMILY,summer,Pinole,1972,2535.0,3.0,5.0,1,1,0,0,50,998000.0
10,1,SINGLE_FAMILY,summer,Pinole,1966,1390.0,2.0,3.0,1,1,0,0,56,880000.0
11,1,SINGLE_FAMILY,spring,Pinole,2021,1875.0,3.0,4.0,1,1,0,0,1,895000.0
12,1,SINGLE_FAMILY,spring,Pinole,1954,1045.0,2.0,3.0,1,1,0,0,68,679950.0
17,1,CONDO,summer,North Hollywood,1962,750.0,1.0,2.0,1,1,0,0,60,274950.0
18,1,SINGLE_FAMILY,summer,North Hollywood,1976,1177.0,1.0,3.0,1,1,0,0,46,645000.0
19,1,SINGLE_FAMILY,summer,North Hollywood,1952,2325.0,4.0,5.0,1,1,0,0,70,1200000.0
21,0,SINGLE_FAMILY,summer,North Hollywood,1951,1435.0,2.0,3.0,1,1,0,0,71,650000.0
22,1,SINGLE_FAMILY,summer,North Hollywood,1953,1164.0,2.0,3.0,1,1,1,0,69,749000.0
23,1,SINGLE_FAMILY,summer,North Hollywood,1942,1322.0,2.0,4.0,1,0,0,0,80,749000.0
24,1,SINGLE_FAMILY,summer,North Hollywood,1936,1440.0,2.0,5.0,0,0,0,0,86,1050000.0
26,1,SINGLE_FAMILY,summer,North Hollywood,1962,1896.0,3.0,3.0,1,1,1,0,60,869999.0
27,1,CONDO,summer,North Hollywood,1967,665.0,1.0,1.0,1,0,0,0,55,315000.0
28,1,SINGLE_FAMILY,summer,North Hollywood,1959,2060.0,2.0,4.0,1,1,0,0,63,879999.0
29,1,SINGLE_FAMILY,summer,North Hollywood,1958,1088.0,1.0,2.0,1,1,0,0,64,720000.0
30,1,SINGLE_FAMILY,summer,North Hollywood,1962,1852.0,3.0,4.0,0,0,1,0,60,985000.0
31,2,CONDO,summer,North Hollywood,1965,824.0,2.0,2.0,1,1,0,0,57,319000.0
32,1,CONDO,summer,North Hollywood,1970,750.0,1.0,1.0,1,1,0,0,52,280000.0
34,1,CONDO,summer,North Hollywood,2006,920.0,2.0,2.0,1,1,0,0,16,448000.0
36,0,SINGLE_FAMILY,summer,North Hollywood,1955,1745.0,2.0,4.0,0,0,0,0,67,750000.0
37,1,SINGLE_FAMILY,summer,North Hollywood,1948,1305.0,2.0,4.0,1,1,0,0,74,780000.0
38,0,CONDO,summer,North Hollywood,1970,750.0,1.0,1.0,0,0,0,0,52,240000.0
40,1,SINGLE_FAMILY,summer,North Hollywood,1948,1120.0,2.0,3.0,0,0,0,0,74,699900.0
41,1,SINGLE_FAMILY,summer,North Hollywood,2021,2364.0,4.0,5.0,0,0,0,0,1,1095000.0
43,2,SINGLE_FAMILY,summer,South Pasadena,1924,1672.0,2.0,3.0,1,1,0,1,98,1275000.0
44,2,TOWNHOUSE,summer,Pasadena,2010,1540.0,3.0,2.0,1,1,0,0,12,699000.0
45,1,SINGLE_FAMILY,summer,Pasadena,1965,1669.0,2.0,2.0,1,0,0,0,57,1695000.0
46,1,SINGLE_FAMILY,summer,Pasadena,1908,993.0,1.0,2.0,0,0,0,0,114,599000.0
47,0,SINGLE_FAMILY,summer,San Marino,1951,6000.0,5.0,5.0,1,1,0,0,71,6385000.0
48,2,SINGLE_FAMILY,summer,South Pasadena,1917,3800.0,3.0,6.0,0,0,0,0,105,2400000.0
49,1,SINGLE_FAMILY,summer,Pasadena,1920,944.0,1.0,2.0,1,1,0,0,102,850000.0
50,2,SINGLE_FAMILY,summer,Pasadena,1916,2826.0,4.0,3.0,1,1,0,0,106,1350000.0
51,2,SINGLE_FAMILY,summer,Pasadena,1911,2330.0,2.0,4.0,0,0,0,0,111,1590000.0
53,1,SINGLE_FAMILY,summer,Pasadena,1939,2000.0,2.0,3.0,1,1,0,0,83,1599999.0
54,2,SINGLE_FAMILY,summer,San Marino,1937,2979.0,4.0,4.0,1,1,1,0,85,3790000.0
55,3+,TOWNHOUSE,summer,Pasadena,2010,2400.0,3.0,3.0,1,1,0,0,12,849000.0
56,1,CONDO,summer,Pasadena,1964,1984.0,2.0,3.0,1,0,0,0,58,1095000.0
57,3+,TOWNHOUSE,summer,Pasadena,2008,1940.0,3.0,3.0,1,1,0,0,14,958000.0
59,2,TOWNHOUSE,summer,Pasadena,1989,1245.0,3.0,2.0,1,1,0,1,33,859000.0
60,1,SINGLE_FAMILY,summer,Pasadena,1928,1000.0,1.0,2.0,1,1,0,0,94,639888.0
61,2,SINGLE_FAMILY,summer,Pasadena,1908,1620.0,3.0,4.0,1,1,0,0,114,949000.0
63,1,CONDO,summer,Pasadena,1987,1220.0,3.0,3.0,1,1,0,1,35,649000.0
65,1,SINGLE_FAMILY,summer,Pasadena,1923,630.0,1.0,1.0,1,1,0,0,99,589000.0
66,2,SINGLE_FAMILY,summer,San Marino,1948,2492.0,3.0,3.0,1,1,1,1,74,2680000.0
68,0,TOWNHOUSE,summer,San Jose,1973,1954.0,3.0,3.0,0,0,0,0,49,1325000.0
69,0,SINGLE_FAMILY,summer,San Jose,1939,1392.0,2.0,3.0,0,0,0,0,83,1450000.0
70,0,SINGLE_FAMILY,summer,San Jose,1958,2536.0,4.0,5.0,0,0,0,0,64,2499999.0
71,2,SINGLE_FAMILY,summer,San Jose,2019,2843.0,3.0,4.0,1,1,0,0,3,2475000.0
72,0,SINGLE_FAMILY,summer,San Jose,2004,1951.0,3.0,3.0,0,0,0,0,18,999000.0
73,0,SINGLE_FAMILY,summer,San Jose,1956,1596.0,2.0,3.0,0,0,1,0,66,1699000.0
74,0,SINGLE_FAMILY,summer,San Jose,1935,1152.0,1.0,2.0,1,0,0,0,87,899000.0
75,0,SINGLE_FAMILY,summer,San Jose,1950,1513.0,2.0,3.0,0,0,0,0,72,1398888.0
76,0,SINGLE_FAMILY,summer,San Jose,1947,1706.0,2.0,2.0,0,0,0,0,75,1349000.0
77,0,CONDO,summer,San Jose,1984,1071.0,2.0,2.0,0,0,1,1,38,649000.0
78,0,SINGLE_FAMILY,summer,San Jose,1964,1826.0,2.0,4.0,0,0,0,0,58,1598000.0
79,0,TOWNHOUSE,summer,San Jose,1973,1743.0,2.0,3.0,0,0,0,0,49,1250000.0
80,0,SINGLE_FAMILY,summer,San Jose,1963,2399.0,3.0,3.0,0,0,0,0,59,1849000.0
81,0,SINGLE_FAMILY,summer,San Jose,1955,3049.0,4.0,4.0,0,0,0,0,67,2598000.0
82,0,SINGLE_FAMILY,summer,San Jose,1950,1167.0,1.0,2.0,0,0,0,0,72,1250000.0
83,0,SINGLE_FAMILY,summer,San Jose,1941,1266.0,1.0,2.0,1,0,0,0,81,1299000.0
84,0,CONDO,summer,San Jose,1964,1312.0,2.0,3.0,0,0,0,0,58,675000.0
85,1,SINGLE_FAMILY,summer,San Jose,1945,1720.0,3.0,3.0,0,0,0,0,77,1690000.0
86,0,SINGLE_FAMILY,summer,San Jose,1916,1529.0,3.0,4.0,1,0,0,0,106,1199999.0
87,0,SINGLE_FAMILY,summer,San Jose,1955,1720.0,2.0,4.0,0,0,0,0,67,1589000.0
88,0,SINGLE_FAMILY,summer,San Jose,1922,886.0,1.0,2.0,0,0,0,0,100,1250000.0
89,0,SINGLE_FAMILY,summer,San Jose,1942,904.0,1.0,1.0,0,0,0,0,80,799000.0
90,0,TOWNHOUSE,summer,San Jose,1971,1008.0,2.0,2.0,1,0,0,0,51,815000.0
91,0,SINGLE_FAMILY,summer,San Jose,1973,2673.0,3.0,5.0,1,0,1,1,49,2298000.0
93,2,SINGLE_FAMILY,summer,Los Angeles,1929,612.0,1.0,1.0,0,0,0,0,93,1200000.0
95,0,SINGLE_FAMILY,summer,Los Angeles,1909,2090.0,2.0,4.0,0,0,0,0,113,1595000.0
98,0,SINGLE_FAMILY,summer,Los Angeles,1922,1665.0,3.0,3.0,0,0,0,0,100,1425000.0
99,1,CONDO,summer,Los Angeles,2009,930.0,1.0,1.0,1,1,0,1,13,720000.0
100,1,CONDO,summer,Los Angeles,2009,950.0,2.0,2.0,1,1,0,0,13,500000.0
101,0,CONDO,summer,Los Angeles,1976,1169.0,2.0,3.0,0,0,0,0,46,619000.0
102,1,CONDO,summer,Los Angeles,1970,886.0,2.0,1.0,1,1,0,0,52,399000.0
103,3+,SINGLE_FAMILY,summer,Los Angeles,1923,2140.0,3.0,4.0,1,1,0,0,99,1590000.0
104,0,SINGLE_FAMILY,summer,Los Angeles,1926,1636.0,3.0,3.0,1,1,0,0,96,1545000.0
105,0,CONDO,summer,Los Angeles,1921,981.0,1.0,2.0,1,1,0,0,101,625000.0
106,0,CONDO,summer,Los Angeles,1921,1018.0,1.0,2.0,1,1,0,0,101,625000.0
108,0,SINGLE_FAMILY,summer,Los Angeles,1922,1033.0,1.0,3.0,0,0,0,0,100,849000.0
110,3+,TOWNHOUSE,summer,Los Angeles,2018,1820.0,3.0,3.0,1,1,0,1,4,1190000.0
111,0,SINGLE_FAMILY,summer,Los Angeles,1919,1679.0,2.0,3.0,0,0,0,0,103,1199000.0
114,0,SINGLE_FAMILY,summer,Los Angeles,2021,1566.0,3.0,2.0,1,1,0,0,1,1125000.0
116,0,SINGLE_FAMILY,summer,Los Angeles,2021,2685.0,3.0,3.0,1,1,0,0,1,1425000.0
117,0,SINGLE_FAMILY,summer,Pebble Beach,1936,2315.0,4.0,4.0,0,0,0,0,86,5950000.0
118,0,SINGLE_FAMILY,summer,Pebble Beach,1970,3100.0,4.0,4.0,0,0,0,0,52,4995000.0
119,0,SINGLE_FAMILY,summer,Pebble Beach,1970,3108.0,4.0,4.0,0,0,0,0,52,3200000.0
120,0,CONDO,summer,Pebble Beach,1983,1492.0,2.0,2.0,0,0,0,0,39,769000.0
122,0,SINGLE_FAMILY,spring,Pebble Beach,1967,2763.0,3.0,4.0,0,0,0,0,55,2799000.0
123,0,SINGLE_FAMILY,spring,Pebble Beach,1965,2447.0,3.0,3.0,0,0,0,0,57,1750000.0
124,0,SINGLE_FAMILY,spring,Pebble Beach,1927,3246.0,4.0,3.0,0,0,0,0,95,4499000.0
128,0,SINGLE_FAMILY,spring,Pebble Beach,1954,2198.0,3.0,4.0,0,0,0,1,68,3095000.0
140,0,SINGLE_FAMILY,summer,Pebble Beach,1973,3635.0,3.0,5.0,1,0,0,0,49,2398000.0
142,2,CONDO,summer,La Jolla,1975,1776.0,3.0,4.0,1,1,0,1,47,1150000.0
143,2,CONDO,summer,La Jolla,1979,1104.0,2.0,2.0,1,1,0,1,43,724999.0
144,1,SINGLE_FAMILY,summer,La Jolla,1990,2544.0,3.0,4.0,1,1,1,1,32,1750000.0
145,2,SINGLE_FAMILY,summer,La Jolla,1991,2627.0,2.0,3.0,1,1,0,1,31,4195000.0
146,1,SINGLE_FAMILY,summer,La Jolla,1991,2699.0,3.0,4.0,1,1,0,1,31,2450000.0
147,1,SINGLE_FAMILY,summer,La Jolla,1980,2086.0,4.0,3.0,1,0,0,0,42,1599000.0
148,3+,SINGLE_FAMILY,summer,La Jolla,2004,4564.0,5.0,5.0,1,1,0,1,18,3298000.0
149,2,SINGLE_FAMILY,summer,La Jolla,1939,2171.0,4.0,3.0,1,1,0,1,83,3495000.0
150,1,CONDO,summer,La Jolla,1973,1464.0,2.0,2.0,1,1,0,1,49,1095000.0
151,2,SINGLE_FAMILY,summer,La Jolla,2005,4428.0,5.0,4.0,1,1,0,1,17,4900000.0
152,1,CONDO,summer,La Jolla,1970,941.0,2.0,2.0,1,0,0,1,52,599000.0
153,2,CONDO,summer,La Jolla,1980,1714.0,3.0,3.0,1,1,0,1,42,980000.0
154,1,CONDO,summer,La Jolla,1972,691.0,1.0,1.0,1,0,0,1,50,489000.0
155,1,CONDO,summer,La Jolla,1970,992.0,2.0,2.0,1,1,0,1,52,1299000.0
157,1,SINGLE_FAMILY,summer,La Jolla,1962,1757.0,2.0,3.0,1,1,0,1,60,2150000.0
158,1,SINGLE_FAMILY,summer,La Jolla,1935,1380.0,1.0,3.0,1,1,0,1,87,2199000.0
159,1,SINGLE_FAMILY,summer,La Jolla,1961,1812.0,2.0,3.0,1,1,1,1,61,1500000.0
160,2,SINGLE_FAMILY,summer,La Jolla,1968,2659.0,4.0,4.0,1,1,0,1,54,2695000.0
161,3+,SINGLE_FAMILY,summer,La Jolla,1998,2716.0,4.0,4.0,1,1,0,1,24,1825000.0
162,3+,CONDO,summer,La Jolla,1992,1140.0,2.0,2.0,1,1,0,1,30,975000.0
163,3+,TOWNHOUSE,summer,La Jolla,1980,2128.0,3.0,3.0,1,1,0,1,42,1395000.0
164,2,CONDO,summer,La Jolla,1992,1446.0,3.0,3.0,1,1,0,1,30,1150000.0
165,2,SINGLE_FAMILY,summer,La Jolla,1947,2339.0,4.0,4.0,1,1,0,1,75,2600000.0
166,1,SINGLE_FAMILY,summer,La Jolla,1950,1065.0,1.0,2.0,1,1,0,1,72,1699000.0
167,2,CONDO,summer,San Diego,1987,1080.0,2.0,2.0,1,1,0,1,35,655000.0
169,0,CONDO,summer,San Diego,1980,844.0,1.0,2.0,0,0,1,1,42,516100.0
171,2,SINGLE_FAMILY,summer,San Diego,1959,1992.0,5.0,4.0,1,1,0,1,63,2095000.0
172,1,CONDO,summer,San Diego,1991,1376.0,2.0,3.0,1,1,0,1,31,360000.0
173,2,TOWNHOUSE,summer,San Diego,1987,1394.0,3.0,3.0,1,1,0,1,35,799000.0
174,2,SINGLE_FAMILY,summer,San Diego,2000,2683.0,3.0,4.0,1,1,0,0,22,1495000.0
175,3+,CONDO,summer,San Diego,2011,1841.0,3.0,3.0,1,1,0,1,11,999900.0
176,0,SINGLE_FAMILY,summer,Patterson,2005,2752.0,3.0,4.0,0,0,0,0,17,499000.0
177,0,SINGLE_FAMILY,summer,Patterson,1987,1130.0,2.0,3.0,1,0,0,0,35,370000.0
178,0,SINGLE_FAMILY,summer,Patterson,2005,2433.0,2.0,4.0,1,0,1,0,17,489000.0
179,0,SINGLE_FAMILY,summer,Patterson,2005,2639.0,3.0,4.0,1,0,0,0,17,525000.0
180,0,SINGLE_FAMILY,summer,Patterson,2018,2076.0,3.0,4.0,1,0,0,0,4,509000.0
181,0,SINGLE_FAMILY,summer,Patterson,2005,1932.0,2.0,3.0,1,0,0,0,17,499000.0
182,0,SINGLE_FAMILY,summer,Patterson,2021,1912.0,2.0,3.0,1,0,0,0,1,509990.0
183,0,SINGLE_FAMILY,summer,Patterson,2018,2469.0,3.0,5.0,1,0,0,0,4,505000.0
184,0,SINGLE_FAMILY,summer,Patterson,2005,2767.0,2.0,3.0,1,0,0,0,17,525000.0
185,0,SINGLE_FAMILY,summer,Patterson,2004,2685.0,3.0,3.0,1,0,0,1,18,539995.0
186,0,SINGLE_FAMILY,summer,Patterson,1947,1530.0,2.0,3.0,1,0,0,0,75,500000.0
187,0,SINGLE_FAMILY,summer,Patterson,2016,2004.0,3.0,4.0,1,0,0,0,6,495000.0
188,2,SINGLE_FAMILY,spring,Patterson,2007,2752.0,3.0,4.0,1,1,0,0,15,575000.0
189,0,SINGLE_FAMILY,spring,Patterson,2004,2696.0,3.0,3.0,1,0,0,0,18,510000.0
202,1,SINGLE_FAMILY,summer,Boron,1961,1310.0,1.0,3.0,0,0,0,0,61,165000.0
222,2,SINGLE_FAMILY,summer,Artesia,2018,2564.0,4.0,4.0,1,1,0,0,4,888000.0
223,2,SINGLE_FAMILY,summer,Artesia,1977,2014.0,2.0,4.0,1,1,0,0,45,869999.0
224,2,SINGLE_FAMILY,summer,Artesia,1990,5145.0,6.0,5.0,1,1,1,1,32,1978001.0
225,1,SINGLE_FAMILY,summer,Artesia,1952,936.0,2.0,2.0,0,0,0,0,70,649999.0
226,2,SINGLE_FAMILY,summer,Artesia,1966,2619.0,2.0,4.0,0,0,0,0,56,849999.0
228,1,CONDO,spring,Artesia,1978,829.0,1.0,2.0,1,1,0,0,44,399000.0
229,1,SINGLE_FAMILY,summer,Glendale,1950,1002.0,1.0,2.0,1,1,0,0,72,695000.0
230,1,SINGLE_FAMILY,summer,Glendale,1919,1092.0,2.0,3.0,0,0,0,0,103,699000.0
231,2,SINGLE_FAMILY,summer,Glendale,1955,2660.0,3.0,4.0,1,1,0,0,67,1249000.0
232,1,SINGLE_FAMILY,summer,La Crescenta,1955,1041.0,1.0,2.0,1,1,0,0,67,789000.0
233,2,TOWNHOUSE,summer,La Crescenta,2007,2030.0,3.0,3.0,1,1,0,0,15,899000.0
234,2,SINGLE_FAMILY,summer,La Crescenta,1946,1931.0,2.0,3.0,0,0,0,0,76,1580000.0
235,1,SINGLE_FAMILY,summer,La Crescenta,1964,1912.0,2.0,3.0,1,1,1,0,58,1326000.0
236,2,SINGLE_FAMILY,summer,Glendale,1989,2132.0,3.0,4.0,1,1,0,0,33,1060000.0
237,2,TOWNHOUSE,summer,La Crescenta,1987,905.0,2.0,2.0,1,1,0,1,35,649000.0
238,1,SINGLE_FAMILY,summer,La Crescenta,1931,1418.0,2.0,3.0,1,1,0,0,91,949000.0
239,1,SINGLE_FAMILY,summer,La Crescenta,1929,1272.0,2.0,3.0,1,1,0,0,93,995000.0
240,1,SINGLE_FAMILY,summer,La Crescenta,1954,1757.0,3.0,4.0,1,1,0,0,68,840000.0
241,1,SINGLE_FAMILY,summer,La Crescenta,1922,1337.0,2.0,3.0,0,0,0,0,100,1099000.0
242,2,SINGLE_FAMILY,summer,La Crescenta,1978,1416.0,2.0,3.0,1,1,0,0,44,949999.0
243,3+,TOWNHOUSE,summer,La Crescenta,2006,1540.0,3.0,3.0,0,0,0,0,16,557000.0
244,1,SINGLE_FAMILY,summer,Glendale,1947,763.0,1.0,2.0,1,1,0,0,75,750000.0
245,2,SINGLE_FAMILY,summer,Glendale,1955,1848.0,2.0,2.0,1,1,0,0,67,1299999.0
246,1,SINGLE_FAMILY,summer,Glendale,1955,1437.0,2.0,3.0,1,1,0,0,67,800000.0
247,2,SINGLE_FAMILY,summer,La Crescenta,1953,2530.0,3.0,5.0,1,1,0,1,69,1599000.0
248,1,SINGLE_FAMILY,summer,La Crescenta,1926,1250.0,1.0,2.0,0,0,0,0,96,850000.0
250,2,SINGLE_FAMILY,summer,La Crescenta,1954,1500.0,2.0,3.0,1,1,0,0,68,1088000.0
251,0,SINGLE_FAMILY,summer,Glendale,1958,1728.0,3.0,4.0,1,1,0,0,64,1200000.0
252,1,SINGLE_FAMILY,summer,Glendale,1925,703.0,1.0,2.0,1,0,0,1,97,685000.0
253,2,SINGLE_FAMILY,summer,Glendale,1947,3176.0,4.0,5.0,0,1,0,0,75,1299000.0
255,2,CONDO,summer,Valencia,1995,1187.0,3.0,3.0,1,1,0,1,27,639000.0
256,2,SINGLE_FAMILY,summer,Valencia,1996,1840.0,3.0,3.0,1,1,0,1,26,765000.0
257,2,TOWNHOUSE,summer,Santa Clarita,1996,863.0,2.0,2.0,1,1,0,1,26,479000.0
258,2,SINGLE_FAMILY,summer,Santa Clarita,2011,2905.0,3.0,5.0,1,1,0,1,11,929000.0
259,2,SINGLE_FAMILY,summer,Valencia,2005,1798.0,3.0,3.0,1,1,0,1,17,650000.0
260,2,SINGLE_FAMILY,summer,Santa Clarita,1998,1892.0,3.0,4.0,1,1,0,0,24,799999.0
261,2,TOWNHOUSE,summer,Valencia,2018,1550.0,3.0,3.0,1,1,0,1,4,599999.0
262,0,CONDO,summer,Santa Clarita,2014,1500.0,3.0,3.0,1,0,0,0,8,650900.0
263,2,SINGLE_FAMILY,summer,Valencia,2015,2134.0,3.0,4.0,1,1,0,1,7,774900.0
264,2,SINGLE_FAMILY,summer,Valencia,2014,2942.0,5.0,5.0,1,1,0,1,8,1025000.0
265,2,TOWNHOUSE,summer,Valencia,2019,1440.0,3.0,3.0,1,1,0,1,3,575000.0
266,1,SINGLE_FAMILY,summer,Santa Clarita,1976,1529.0,2.0,3.0,1,1,0,0,46,699800.0
267,2,SINGLE_FAMILY,summer,Santa Clarita,1969,1976.0,3.0,4.0,1,1,0,0,53,799000.0
268,2,SINGLE_FAMILY,summer,Santa Clarita,2011,3612.0,4.0,5.0,1,1,0,1,11,1075000.0
269,1,SINGLE_FAMILY,summer,Santa Clarita,1975,1319.0,2.0,3.0,1,1,0,0,47,635000.0
270,1,SINGLE_FAMILY,summer,Valencia,2004,1693.0,2.0,2.0,1,1,0,0,18,749000.0
271,2,SINGLE_FAMILY,summer,Santa Clarita,1993,1975.0,3.0,4.0,1,1,0,0,29,849000.0
272,2,TOWNHOUSE,summer,Valencia,2011,2090.0,3.0,3.0,1,1,0,1,11,675000.0
273,2,SINGLE_FAMILY,summer,Valencia,2004,2323.0,3.0,2.0,1,1,0,1,18,799888.0
274,2,CONDO,summer,Valencia,2005,1330.0,3.0,3.0,1,1,0,1,17,550000.0
275,2,SINGLE_FAMILY,summer,Valencia,2004,1804.0,3.0,3.0,1,1,0,0,18,699000.0
276,2,SINGLE_FAMILY,summer,Valencia,1999,2350.0,3.0,5.0,1,1,0,1,23,935000.0
277,1,SINGLE_FAMILY,summer,Santa Clarita,1989,1570.0,2.0,3.0,1,1,0,1,33,760000.0
278,2,SINGLE_FAMILY,summer,Santa Clarita,1997,3117.0,4.0,5.0,1,1,0,1,25,1100000.0
279,2,SINGLE_FAMILY,summer,Santa Clarita,2013,3959.0,5.0,5.0,1,1,0,0,9,1550000.0
280,0,SINGLE_FAMILY,summer,Sacramento,1946,1110.0,1.0,3.0,1,0,0,0,76,295000.0
281,0,SINGLE_FAMILY,summer,Sacramento,1953,1314.0,2.0,2.0,1,0,0,0,69,324950.0
282,0,SINGLE_FAMILY,summer,Sacramento,1955,1387.0,2.0,4.0,1,0,1,0,67,419000.0
289,0,SINGLE_FAMILY,summer,Sacramento,1947,1112.0,1.0,3.0,1,0,0,0,75,449000.0
290,0,SINGLE_FAMILY,summer,Sacramento,1947,872.0,1.0,2.0,0,0,0,1,75,299000.0
291,0,SINGLE_FAMILY,summer,Sacramento,1955,1014.0,1.0,3.0,1,0,0,0,67,405000.0
293,0,SINGLE_FAMILY,summer,Sacramento,1948,1623.0,2.0,4.0,0,0,0,0,74,335000.0
294,0,SINGLE_FAMILY,summer,Sacramento,1937,1378.0,2.0,3.0,0,0,0,0,85,329000.0
296,0,SINGLE_FAMILY,summer,Sacramento,1928,2300.0,2.0,6.0,1,0,0,0,94,549950.0
297,0,SINGLE_FAMILY,summer,Sacramento,1924,1376.0,1.0,3.0,1,0,0,0,98,385900.0
299,0,SINGLE_FAMILY,summer,Sacramento,1955,1001.0,2.0,3.0,1,0,0,0,67,265000.0
301,0,SINGLE_FAMILY,summer,Sacramento,1939,889.0,1.0,2.0,1,0,0,0,83,290000.0
303,1,SINGLE_FAMILY,summer,Sacramento,1951,816.0,2.0,2.0,0,0,0,0,71,290000.0
305,0,SINGLE_FAMILY,summer,Redwood City,1950,1700.0,2.0,3.0,0,0,0,0,72,2295950.0
306,0,SINGLE_FAMILY,summer,Redwood City,1971,2360.0,3.0,5.0,0,0,0,0,51,2198000.0
307,0,SINGLE_FAMILY,summer,Redwood City,2015,4860.0,5.0,5.0,1,0,0,0,7,4595000.0
308,0,SINGLE_FAMILY,summer,Redwood City,1923,2320.0,3.0,5.0,0,0,0,1,99,1695000.0
310,0,SINGLE_FAMILY,summer,Redwood City,1976,1860.0,3.0,3.0,0,0,0,0,46,1950000.0
311,0,SINGLE_FAMILY,summer,Redwood City,1973,4030.0,5.0,5.0,0,0,0,0,49,3450000.0
312,0,SINGLE_FAMILY,summer,Redwood City,1920,1690.0,3.0,3.0,0,0,0,0,102,2500000.0
313,0,SINGLE_FAMILY,summer,Redwood City,1954,2319.0,2.0,3.0,0,0,0,1,68,2198000.0
314,0,SINGLE_FAMILY,summer,Redwood City,1963,1750.0,3.0,4.0,1,0,1,0,59,2149000.0
315,0,SINGLE_FAMILY,summer,Redwood City,1975,2700.0,3.0,5.0,0,0,0,0,47,2289000.0
316,0,SINGLE_FAMILY,summer,Redwood City,1959,2800.0,4.0,4.0,0,0,1,0,63,3988000.0
317,0,SINGLE_FAMILY,summer,Woodside,1963,2783.0,4.0,3.0,1,0,0,0,59,2850000.0
319,0,SINGLE_FAMILY,summer,Redwood City,1926,750.0,1.0,2.0,0,0,0,0,96,1398000.0
320,0,SINGLE_FAMILY,summer,Redwood City,1955,1180.0,2.0,3.0,0,0,0,0,67,1395000.0
324,0,SINGLE_FAMILY,summer,Redwood City,1928,1450.0,2.0,3.0,1,0,0,0,94,1750000.0
325,0,SINGLE_FAMILY,summer,Woodside,1969,5363.0,5.0,4.0,1,0,1,0,53,5995000.0
327,2,SINGLE_FAMILY,summer,Redwood City,1989,4020.0,5.0,5.0,1,1,0,0,33,4488000.0
328,0,SINGLE_FAMILY,summer,Redwood City,2014,3205.0,4.0,4.0,0,0,0,0,8,3488000.0
329,0,SINGLE_FAMILY,summer,Redwood City,2007,2250.0,3.0,3.0,0,0,0,0,15,2348000.0
330,0,CONDO,summer,Inglewood,1983,1148.0,3.0,2.0,1,1,0,0,39,575000.0
331,1,SINGLE_FAMILY,summer,Inglewood,1926,794.0,1.0,2.0,1,1,0,0,96,800000.0
332,1,CONDO,summer,Inglewood,1964,945.0,2.0,2.0,1,1,0,0,58,399000.0
334,1,SINGLE_FAMILY,summer,Inglewood,1929,1724.0,2.0,5.0,1,1,0,0,93,935900.0
335,1,SINGLE_FAMILY,summer,Inglewood,1939,3410.0,3.0,7.0,1,1,0,0,83,2300000.0
336,1,CONDO,summer,Inglewood,1964,1196.0,2.0,2.0,1,1,0,0,58,474999.0
337,1,CONDO,summer,Inglewood,1972,1011.0,2.0,2.0,0,0,0,0,50,427500.0
338,1,CONDO,summer,Inglewood,1962,1290.0,3.0,4.0,1,1,0,0,60,554900.0
339,1,SINGLE_FAMILY,summer,Inglewood,1955,1788.0,2.0,4.0,1,1,0,0,67,875000.0
340,1,SINGLE_FAMILY,summer,Inglewood,1922,1823.0,2.0,4.0,1,1,0,0,100,850000.0
342,1,SINGLE_FAMILY,spring,Inglewood,1946,2057.0,1.0,2.0,1,1,0,0,76,1500000.0
343,0,CONDO,spring,Inglewood,1963,1123.0,2.0,3.0,1,1,0,0,59,470000.0
345,0,SINGLE_FAMILY,summer,Lakehead,2009,5000.0,4.0,8.0,0,0,0,0,13,799000.0
350,0,SINGLE_FAMILY,spring,Lakehead,1981,4161.0,4.0,4.0,1,0,0,0,41,819000.0
353,0,SINGLE_FAMILY,spring,Lakehead,1970,1525.0,2.0,3.0,1,0,0,0,52,315000.0
360,2,SINGLE_FAMILY,summer,Santa Clarita,1968,2192.0,3.0,4.0,1,1,1,1,54,839900.0
361,1,TOWNHOUSE,summer,Santa Clarita,1984,1128.0,2.0,3.0,1,1,0,0,38,599000.0
362,2,CONDO,summer,Santa Clarita,1999,1640.0,3.0,3.0,1,1,0,0,23,609000.0
363,1,CONDO,summer,Santa Clarita,1988,790.0,1.0,1.0,1,1,0,0,34,399900.0
364,2,CONDO,summer,Santa Clarita,1990,1112.0,2.0,2.0,1,1,0,1,32,475000.0
